id,primary_name,overture_primary_category,top_level_category,confidence,basic_category,operating_status,names_json,addresses_json,brand_json,llm_top_level_category
31016fa5-e973-494c-970a-464e8bc3568f,San Francisco Fashion,public_relations,professional_services,0.5701943844492441,business_management_service,open,"{ ""primary"": ""San Francisco Fashion"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""San Francisco"", ""locality"": ""San Francisco"", ""postcode"": ""94123"", ""region"": ""CA"", ""country"": ""US"" } ]",,professional_services
6fbeace3-e01d-47e5-8bc8-7bd55adbad42,Jolly Lights | Holiday Lighting Experts,lighting_fixtures_and_equipment,home_service,0.77,home_service,open,"{ ""primary"": ""Jolly Lights | Holiday Lighting Experts"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""1817 Chestnut St"", ""locality"": ""San Francisco"", ""postcode"": ""94123"", ""region"": ""CA"", ""country"": ""US"" } ]",,home_service
8ced8a09-1a65-4213-bda7-9b4d8a115940,Hawk Hill,national_park,attractions_and_activities,0.9908032417297364,national_park,open,"{ ""primary"": ""Hawk Hill"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""Hawk Hill, Conzelman Rd"", ""locality"": ""Sausalito"", ""postcode"": ""94965"", ""region"": ""CA"", ""country"": ""US"" } ]",,attractions_and_activities
eabb70d6-ac69-474a-9bbd-592166136718,Marina Lighthouse,lighthouse,attractions_and_activities,0.6392360292383872,lighthouse,open,"{ ""primary"": ""Marina Lighthouse"", ""common"": null, ""rules"": null }","[ { ""freeform"": null, ""locality"": ""San Francisco"", ""postcode"": null, ""region"": ""CA"", ""country"": ""US"" } ]",,attractions_and_activities
45494807-7a45-4cc4-9cab-6e97ae10e9fc,Little Epiphany Sound Healing,massage_therapy,health_and_medical,0.77,massage_therapy,open,"{ ""primary"": ""Little Epiphany Sound Healing"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""133 Magnolia St"", ""locality"": ""San Francisco"", ""postcode"": ""94123"", ""region"": ""CA"", ""country"": ""US"" } ]",,beauty_and_spa
909a1ec9-416b-496f-979e-3bc1fcc6ac21,Moscone Tennis Courts 1 + 2,tennis_court,active_life,0.9500626074407352,sport_court,open,"{ ""primary"": ""Moscone Tennis Courts 1 + 2"", ""common"": null, ""rules"": null }","[ { ""freeform"": null, ""locality"": ""San Francisco"", ""postcode"": ""94123"", ""region"": ""CA"", ""country"": ""US"" } ]",,attractions_and_activities
b7e54ab1-c558-45ad-846e-e1cc94cf861c,Pacific Bay Trail,park,attractions_and_activities,0.3234791106767651,park,open,"{ ""primary"": ""Pacific Bay Trail"", ""common"": null, ""rules"": null }","[ { ""freeform"": null, ""locality"": ""San Francisco"", ""postcode"": ""94129"", ""region"": ""CA"", ""country"": ""US"" } ]",,attractions_and_activities
8189f843-b3df-4caf-beb1-974c37354b86,Rra Construction,professional_services,professional_services,0.77,service_location,open,"{ ""primary"": ""Rra Construction"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""3221 Buchanan St Apt 9"", ""locality"": ""San Francisco"", ""postcode"": ""94123"", ""region"": ""CA"", ""country"": ""US"" } ]",,home_service
5f7bf113-ac3f-4980-88d8-0b6fcf13b379,Angela Free Design,interior_design,home_service,0.77,interior_design_service,open,"{ ""primary"": ""Angela Free Design"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""44 Retiro Way"", ""locality"": ""San Francisco"", ""postcode"": ""94123"", ""region"": ""CA"", ""country"": ""US"" } ]",,professional_services
e940c84e-1dae-47c8-b4d6-57d006e1b707,Presidio Wine Bunkers,storage_facility,professional_services,0.9500626074407352,storage_facility,open,"{ ""primary"": ""Presidio Wine Bunkers"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""1430 Compton Rd"", ""locality"": ""San Francisco"", ""postcode"": ""94129-1108"", ""region"": ""CA"", ""country"": ""US"" } ]",,structure_and_geography
788171a4-f610-4928-be38-83aef3e0f58a,Radhaus,german_restaurant,eat_and_drink,0.9899832010269164,restaurant,open,"{ ""primary"": ""Radhaus"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""2 Marina Blvd"", ""locality"": ""San Francisco"", ""postcode"": ""94123-1284"", ""region"": ""CA"", ""country"": ""US"" } ]",,eat_and_drink
e6e30174-4d97-412b-b881-a7603736b01e,Park Trail,park,attractions_and_activities,0.6392360292383872,park,open,"{ ""primary"": ""Park Trail"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""Park Trail"", ""locality"": ""San Francisco"", ""postcode"": ""94129"", ""region"": ""CA"", ""country"": ""US"" } ]",,attractions_and_activities
0bbeb471-3b79-4135-a704-7dd53e973fc1,"Bostwick & Peterson, LLP",medical_law,professional_services,0.9471,attorney_or_law_firm,open,"{ ""primary"": ""Bostwick & Peterson, LLP"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""38 Keyes Ave Ste 115"", ""locality"": ""San Francisco"", ""postcode"": ""94129"", ""region"": ""CA"", ""country"": ""US"" } ]",,professional_services
c74e8c91-e996-48e2-bac4-6f200bc24b3a,Startup Art Fair Sf,art_gallery,attractions_and_activities,0.9797833935018052,art_gallery,open,"{ ""primary"": ""Startup Art Fair Sf"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""3100 Webster St"", ""locality"": ""San Francisco"", ""postcode"": ""94123-3411"", ""region"": ""CA"", ""country"": ""US"" } ]",,attractions_and_activities
8e792db2-f7de-4e42-b764-d135ec5dd68d,Cozy Wallcoverings,corporate_office,private_establishments_and_corporates,0.77,corporate_or_business_office,open,"{ ""primary"": ""Cozy Wallcoverings"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""3727-3735 Buchanan St"", ""locality"": ""San Francisco"", ""postcode"": ""94123"", ""region"": ""CA"", ""country"": ""US"" } ]",,business_to_business
e1b7dfe7-08a9-4c3b-8f78-ea18e2a3d2ad,Western Union,money_transfer_services,financial_service,0.77,financial_service,open,"{ ""primary"": ""Western Union"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""15 Marina Blvd"", ""locality"": ""San Francisco"", ""postcode"": ""94123"", ""region"": ""CA"", ""country"": ""US"" } ]",,financial_service
5003a116-f13a-47c1-8e99-db19af9696f8,Manic Mondays,dance_club,arts_and_entertainment,0.3234791106767651,dance_club,open,"{ ""primary"": ""Manic Mondays"", ""common"": null, ""rules"": null }","[ { ""freeform"": null, ""locality"": ""San Francisco"", ""postcode"": null, ""region"": ""CA"", ""country"": ""US"" } ]",,arts_and_entertainment
67c1d4ad-c696-4ed8-afec-5f5a20553cf1,"Lee Bender, Compass Real Estate",real_estate,real_estate,0.3234791106767651,real_estate_service,open,"{ ""primary"": ""Lee Bender, Compass Real Estate"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""1880 Lombard St"", ""locality"": ""San Francisco"", ""postcode"": ""94123-2910"", ""region"": ""CA"", ""country"": ""US"" } ]",,real_estate
6c2293cc-47ba-40af-a931-51feae435815,Marina Small Craft Harbor,marina,attractions_and_activities,0.9698348641395568,marina,open,"{ ""primary"": ""Marina Small Craft Harbor"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""3950 Scott St"", ""locality"": ""San Francisco"", ""postcode"": ""94123-1063"", ""region"": ""CA"", ""country"": ""US"" } ]",,attractions_and_activities
7d5c9a08-c83c-4c20-9936-f1e85e4d4586,San Francisco SEO,internet_marketing_service,professional_services,0.77,business_advertising_marketing,open,"{ ""primary"": ""San Francisco SEO"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""950 Lincoln Blvd #29297"", ""locality"": ""San Francisco"", ""postcode"": ""94129"", ""region"": ""CA"", ""country"": ""US"" } ]",,business_to_business
69bf2148-add6-4c58-92cf-665e1d0d4c2b,Kids Kingdom,home_service,home_service,0.9500626074407352,home_service,open,"{ ""primary"": ""Kids Kingdom"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""1840 Lombard St"", ""locality"": ""San Francisco"", ""postcode"": ""94123-2910"", ""region"": ""CA"", ""country"": ""US"" } ]",,home_service
520caa52-159a-401b-a1ae-97a949328913,Hotel Del Sol,hotel,accommodation,0.9978954792022704,hotel,open,"{ ""primary"": ""Hotel Del Sol"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""3100 Webster St"", ""locality"": ""San Francisco"", ""postcode"": ""94123-3411"", ""region"": ""CA"", ""country"": ""US"" } ]",,accommodation
9708746a-bad0-4f72-aef5-228ef0917d0a,Robert R. Callan Jr - McGuire Real Estate,real_estate_agent,real_estate,0.77,real_estate_agency,open,"{ ""primary"": ""Robert R. Callan Jr - McGuire Real Estate"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""2001 Lombard St"", ""locality"": ""San Francisco"", ""postcode"": ""94123"", ""region"": ""CA"", ""country"": ""US"" } ]",,real_estate
7e53083d-809e-4d2b-85ee-ec569edbbcee,The Long Now Foundation,community_services_non_profits,public_service_and_government,0.9885143997113692,social_or_community_service,open,"{ ""primary"": ""The Long Now Foundation"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""2 Marina Blvd"", ""locality"": ""San Francisco"", ""postcode"": ""94123-1284"", ""region"": ""CA"", ""country"": ""US"" } ]",,public_service_and_government
53f99544-dc19-4527-b27a-84c6ba5e1d48,Driftwood Acupuncture & Wellness,acupuncture,health_and_medical,0.9885143997113692,alternative_medicine,open,"{ ""primary"": ""Driftwood Acupuncture & Wellness"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""3727 Buchanan St"", ""locality"": ""San Francisco"", ""postcode"": ""94123-1779"", ""region"": ""CA"", ""country"": ""US"" } ]",,health_and_medical
c43f9442-ef98-4787-8b3c-0f45f0360628,Coinme at Coinstar - Bitcoin Kiosk,kiosk,retail,0.917024286724829,casual_eatery,open,"{ ""primary"": ""Coinme at Coinstar - Bitcoin Kiosk"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""15 Marina Blvd, Safeway"", ""locality"": ""San Francisco"", ""postcode"": ""94123"", ""region"": ""CA"", ""country"": ""US"" } ]",,financial_service
f1629ca5-0b88-4ea2-8a85-cfab4ab1175a,Mi Morena,food_truck,retail,0.77,casual_eatery,open,"{ ""primary"": ""Mi Morena"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""2948 Folsom St"", ""locality"": ""San Francisco"", ""postcode"": ""94110"", ""region"": ""CA"", ""country"": ""US"" } ]",,eat_and_drink
